drug1_id,drug2_id,label
DB08838,DB11567,1
DB00675,DB00569,1
DB12537,DB08839,1
DB09232,DB08836,1
DB13386,DB11564,1
DB00730,DB06402,1
DB05095,DB01149,1
DB12016,DB13241,1
DB06605,DB13956,1
DB12598,DB05990,1
DB12610,DB01158,1
DB00779,DB00442,1
DB13437,DB11555,1
DB09277,DB00672,1
DB00217,DB13481,1
DB12235,DB00573,1
DB06288,DB06283,1
DB00254,DB12112,1
DB05676,DB00763,1
DB00006,DB00675,1
DB09539,DB00974,1
DB04017,DB06711,1
DB00501,DB13595,1
DB14695,DB00685,1
DB00267,DB00297,1
DB00296,DB00391,1
DB11586,DB15822,1
DB06205,DB13509,1
DB01600,DB12846,1
DB00175,DB00619,1
DB09082,DB09104,1
DB06707,DB13695,1
DB01115,DB13524,1
DB00380,DB00319,1
DB04835,DB00342,1
DB15972,DB00091,1
DB01120,DB01041,1
DB00647,DB12833,1
DB00442,DB00532,1
DB01222,DB01170,1
DB00580,DB15972,1
DB01208,DB04825,1
DB04017,DB14718,1
DB09080,DB06709,1
DB01169,DB06700,1
DB00662,DB09252,1
DB04574,DB00683,1
DB00908,DB13136,1
DB00246,DB11738,1
DB08822,DB09090,1
DB00845,DB14443,1
DB04729,DB08951,1
DB09243,DB00629,1
DB11640,DB11511,1
DB00468,DB06160,1
DB01283,DB13266,1
DB09195,DB12070,1
DB11518,DB15821,1
DB01435,DB04842,1
DB14644,DB13683,1
DB13401,DB04626,1
DB00182,DB03450,1
DB00853,DB00749,1
DB04832,DB06678,1
DB15822,DB11693,1
DB13874,DB00812,1
DB00968,DB16607,1
DB00513,DB00013,1
DB09229,DB00347,1
DB00608,DB00558,1
DB14033,DB06237,1
DB00018,DB00980,1
DB08824,DB00537,1
DB01223,DB00397,1
DB00355,DB00695,1
DB12846,DB00616,1
DB00812,DB00493,1
DB00054,DB01229,1
DB01558,DB00546,1
DB01363,DB01023,1
DB09268,DB01151,1
DB09231,DB01345,1
DB13136,DB00849,1
DB00301,DB09009,1
DB00996,DB12465,1
DB08955,DB06216,1
DB04829,DB13612,1
DB09161,DB00539,1
DB00982,DB13563,1
DB13984,DB00246,1
DB09216,DB04017,1
DB12245,DB11739,1
DB00853,DB15461,1
DB04861,DB14754,1
DB08996,DB00703,1
DB09010,DB00750,1
DB12773,DB13140,1
DB01401,DB06403,1
DB01365,DB00722,1
DB12212,DB01173,1
DB06607,DB12807,1
DB11537,DB00083,1
DB11567,DB04356,1
DB00692,DB01054,1
DB01193,DB00862,1
DB00960,DB13410,1
DB08972,DB00861,1
DB00218,DB09236,1
DB14620,DB12530,1
DB12836,DB12713,1
DB09325,DB01149,1
DB11315,DB00625,1
DB09194,DB13221,1
DB00598,DB01063,1
DB07402,DB09118,1
DB09243,DB00405,1
DB01580,DB00721,1
DB00107,DB01115,1
DB11568,DB11780,1
DB08986,DB04885,1
DB08870,DB15328,1
DB15463,DB01026,1
DB01427,DB13217,1
DB01222,DB01280,1
DB14009,DB04356,1
DB13946,DB00833,1
DB11512,DB01283,1
DB01628,DB01035,1
DB03450,DB11577,1
DB06662,DB01168,1
DB01235,DB09118,1
DB00395,DB00215,1
DB07767,DB00939,1
DB13532,DB01001,1
DB01367,DB00216,1
DB08906,DB01471,1
DB01614,DB08941,1
DB00726,DB12093,1
DB15258,DB14811,1
DB00745,DB04856,1
DB13784,DB13384,1
DB14754,DB01010,1
DB00779,DB00917,1
DB15569,DB00631,1
DB13952,DB01176,1
DB09121,DB00524,1
DB06479,DB00831,1
DB13481,DB13766,1
DB11646,DB06317,1
DB15442,DB00295,1
DB11976,DB05472,1
DB00440,DB01412,1
DB12212,DB12070,1
DB05271,DB09038,1
DB08951,DB13919,1
DB14526,DB11098,1
DB01307,DB00679,1
DB01325,DB00271,1
DB00691,DB13876,1
DB09201,DB14669,1
DB09043,DB00537,1
DB09084,DB08824,1
DB01183,DB06708,1
DB11102,DB01395,1
DB00606,DB11568,1
DB00828,DB13657,1
DB04576,DB00909,1
DB00248,DB00307,1
DB11901,DB00384,1
DB01264,DB09456,1
DB03604,DB01015,1
DB06543,DB15335,1
DB11889,DB00387,1
DB01351,DB13563,1
DB00887,DB09378,1
DB09252,DB00315,1
DB00498,DB00749,1
DB00921,DB12670,1
DB08881,DB01259,1
DB06770,DB00247,1
DB00358,DB00440,1
DB00806,DB01018,1
DB08953,DB12235,1
DB13538,DB14541,1
DB00630,DB00229,1
DB01345,DB12752,1
DB00206,DB00477,1
DB00865,DB00660,1
DB00306,DB04872,1
DB11003,DB00051,1
DB00808,DB11338,1
DB00753,DB12080,1
DB00580,DB09048,1
DB11697,DB00613,1
DB00325,DB14065,1
DB09281,DB01354,1
DB06218,DB00361,1
DB13719,DB09237,1
DB11130,DB06729,1
DB00734,DB11779,1
DB01280,DB01380,1
DB08957,DB12846,1
DB01149,DB13524,1
DB00401,DB00701,1
DB13314,DB05676,1
DB00814,DB00564,1
DB06203,DB11614,1
DB09052,DB12335,1
DB02134,DB09119,1
DB00877,DB08905,1
DB01412,DB09209,1
DB00471,DB04725,1
DB13624,DB04812,1
DB13867,DB12015,1
DB04920,DB01562,1
DB00212,DB13217,1
DB00798,DB01415,1
DB09223,DB06701,1
DB14707,DB12104,1
DB00494,DB01367,1
DB00748,DB00653,1
DB12010,DB00903,1
DB12001,DB04920,1
DB13328,DB11148,1
DB11757,DB00776,1
DB06825,DB11397,1
DB00263,DB01104,1
DB11580,DB08879,1
DB15880,DB00888,1
DB09555,DB00619,1
DB00441,DB00687,1
DB01330,DB08816,1
DB05227,DB01202,1
DB11455,DB09285,1
DB06696,DB00903,1
DB01059,DB13300,1
DB06212,DB06234,1
DB13449,DB00208,1
DB15762,DB02187,1
DB13219,DB00647,1
DB00270,DB01090,1
DB01095,DB09036,1
DB00310,DB08900,1
DB11328,DB01101,1
DB13246,DB04574,1
DB06582,DB00405,1
DB00202,DB01092,1
DB00748,DB06719,1
DB00737,DB06109,1
DB08942,DB13823,1
DB00446,DB12749,1
DB00252,DB00568,1
DB00016,DB00958,1
DB00730,DB00035,1
DB01622,DB01289,1
DB09325,DB13638,1
DB00752,DB11560,1
DB00001,DB09244,1
DB14681,DB00573,1
DB09132,DB13708,1
DB15982,DB04825,1
DB04552,DB01222,1
DB14633,DB00263,1
DB13251,DB01622,1
DB11715,DB05101,1
DB06679,DB00304,1
DB00528,DB00450,1
DB09065,DB01058,1
DB00683,DB12526,1
DB11757,DB00857,1
DB09383,DB00428,1
DB05321,DB06325,1
DB04812,DB00533,1
DB14019,DB12543,1
DB00193,DB13377,1
DB01142,DB00670,1
DB09167,DB06127,1
DB08873,DB11636,1
DB13615,DB11518,1
DB00081,DB10991,1
DB00341,DB00165,1
DB01072,DB01384,1
DB01424,DB04951,1
DB11429,DB13646,1
DB01231,DB00581,1
DB11110,DB06824,1
DB01356,DB09106,1
DB00524,DB04574,1
DB06654,DB00606,1
DB00540,DB00572,1
DB00706,DB11085,1
DB00404,DB00323,1
DB00941,DB04903,1
DB13657,DB11901,1
DB01435,DB01157,1
DB01102,DB00867,1
DB10283,DB00564,1
DB08872,DB00937,1
DB01324,DB00437,1
DB01428,DB11121,1
DB09296,DB12941,1
DB04820,DB11371,1
DB00682,DB06204,1
DB01587,DB00590,1
DB00394,DB08862,1
DB00488,DB06168,1
DB08995,DB13944,1
DB00418,DB00196,1
DB00988,DB01331,1
DB00961,DB01295,1
DB13875,DB09023,1
DB00498,DB11443,1
DB00624,DB08880,1
DB12677,DB11148,1
DB08795,DB01032,1
DB04841,DB09250,1
DB09235,DB13170,1
DB00026,DB06684,1
DB00762,DB04925,1
DB01015,DB00633,1
DB01442,DB00690,1
DB00550,DB08916,1
DB13767,DB00750,1
DB00958,DB12016,1
DB16021,DB11549,1
DB00463,DB00564,1
DB14762,DB00526,1
DB13801,DB13269,1
DB13491,DB06713,1
DB06240,DB15982,1
DB04819,DB12537,1
DB09205,DB00206,1
DB00499,DB00080,1
DB01213,DB00310,1
DB12025,DB08905,1
DB13817,DB13550,1
DB00104,DB01276,1
DB13814,DB00266,1
DB01245,DB01156,1
DB00284,DB01268,1
DB09123,DB00755,1
DB02224,DB08810,1
DB01173,DB00872,1
DB06787,DB01366,1
DB05099,DB00749,1
DB08550,DB00278,1
DB00999,DB00565,1
DB01615,DB09236,1
DB00388,DB13954,1
DB00924,DB00897,1
DB01095,DB00648,1
DB00312,DB06119,1
DB00765,DB00751,1
DB08904,DB01068,1
DB01244,DB04938,1
DB09022,DB04861,1
DB16394,DB05892,1
DB00834,DB00802,1
DB01488,DB00366,1
DB00069,DB10315,1
DB11549,DB00734,1
DB13345,DB11779,1
DB00176,DB06234,1
DB00540,DB09102,1
DB01173,DB00461,1
DB00476,DB11127,1
DB00266,DB09036,1
DB01484,DB14009,1
DB09277,DB06782,1
DB09066,DB09218,1
DB00407,DB13508,1
DB00599,DB11477,1
DB00408,DB00575,1
DB06271,DB13199,1
DB06589,DB00598,1
DB00562,DB00691,1
DB13643,DB01337,1
DB13232,DB12092,1
DB12752,DB07720,1
DB00990,DB13954,1
DB00494,DB00653,1
DB09203,DB04946,1
DB01364,DB04630,1
DB00486,DB13584,1
DB12831,DB09124,1
DB09016,DB08903,1
DB06599,DB00286,1
DB01567,DB00972,1
DB00572,DB00457,1
DB13420,DB00852,1
DB04855,DB11752,1
DB00508,DB00909,1
DB09014,DB00752,1
DB05472,DB01099,1
DB00371,DB01142,1
DB00408,DB13733,1
DB09065,DB06770,1
DB00842,DB00645,1
DB01053,DB13284,1
DB00743,DB09288,1
DB00780,DB08986,1
DB11556,DB00368,1
DB08801,DB00843,1
DB06702,DB01419,1
DB00966,DB01355,1
DB14482,DB04743,1
DB00527,DB01245,1
DB00195,DB00470,1
DB09194,DB09215,1
DB12726,DB09123,1
DB15035,DB00769,1
DB00777,DB13312,1
DB15160,DB09035,1
DB00461,DB00393,1
DB11652,DB11978,1
DB11622,DB06406,1
DB00978,DB11126,1
DB15203,DB00477,1
DB13451,DB04948,1
DB00871,DB00185,1
DB09185,DB01463,1
DB01348,DB00622,1
DB01115,DB01419,1
DB00237,DB08890,1
DB08840,DB11338,1
DB00054,DB13944,1
DB04557,DB01095,1
DB14018,DB00571,1
DB12725,DB04953,1
DB09043,DB07996,1
DB00758,DB00333,1
DB01166,DB11984,1
DB11668,DB00946,1
DB13457,DB00754,1
DB13167,DB01112,1
DB11400,DB12093,1
DB00180,DB01010,1
DB01086,DB01195,1
DB13145,DB01274,1
DB10317,DB14066,1
DB06612,DB11685,1
DB00443,DB01262,1
DB01599,DB00218,1
DB02123,DB06754,1
DB08981,DB13852,1
DB00512,DB01356,1
DB11312,DB08889,1
DB11251,DB00274,1
DB09185,DB01229,1
DB01192,DB00645,1
DB08813,DB04820,1
DB01424,DB00232,1
DB11644,DB12332,1
DB11730,DB00563,1
DB06678,DB08893,1
DB01628,DB14512,1
DB04831,DB11577,1
DB09262,DB02925,1
DB00373,DB13590,1
DB00961,DB09015,1
DB09462,DB00327,1
DB00508,DB00949,1
DB13867,DB00669,1
DB08909,DB04918,1
DB11718,DB00051,1
DB00921,DB00783,1
DB09303,DB08879,1
DB08896,DB01248,1
DB01280,DB00773,1
DB00563,DB11613,1
DB00612,DB00216,1
DB13150,DB11598,1
DB01238,DB12212,1
DB00413,DB00216,1
DB09231,DB05488,1
DB01421,DB00733,1
DB00284,DB11827,1
DB01339,DB09104,1
DB08884,DB15822,1
DB14125,DB01325,1
DB00698,DB00195,1
DB00748,DB13627,1
DB12926,DB00871,1
DB16165,DB09084,1
DB00573,DB11114,1
DB09079,DB01167,1
DB00738,DB13167,1
DB00946,DB00554,1
DB06733,DB08496,1
DB00703,DB13943,1
DB00949,DB00005,1
DB00745,DB06290,1
DB00972,DB09245,1
DB03566,DB00536,1
DB13629,DB00761,1
DB09009,DB00773,1
DB13595,DB13491,1
DB09166,DB09007,1
DB00681,DB08950,1
DB01263,DB05889,1
DB06636,DB15566,1
DB00670,DB13064,1
DB06789,DB00270,1
DB01213,DB06370,1
DB15566,DB00821,1
DB00850,DB01353,1
DB00657,DB13410,1
DB11803,DB14997,1
DB13722,DB00542,1
DB00443,DB04665,1
DB04868,DB11886,1
DB00081,DB13418,1
DB01068,DB01567,1
DB00728,DB13769,1
DB01433,DB13541,1
DB13805,DB13993,1
DB00705,DB06176,1
DB00365,DB00388,1
DB00892,DB00082,1
DB13505,DB13170,1
DB00908,DB00562,1
DB06335,DB01133,1
DB05259,DB00322,1
DB00091,DB00273,1
DB01092,DB00270,1
DB08955,DB06271,1
DB00991,DB09061,1
DB00852,DB13399,1
DB01101,DB00364,1
DB00423,DB13588,1
DB08953,DB13208,1
DB11478,DB00110,1
DB08890,DB13769,1
DB00554,DB01288,1
DB00413,DB01409,1
DB00854,DB12883,1
DB13437,DB01231,1
DB13953,DB00850,1
DB01606,DB00001,1
DB14881,DB00765,1
DB11603,DB00601,1
DB14881,DB08986,1
DB13284,DB00359,1
DB04841,DB00318,1
DB01495,DB13782,1
DB01155,DB13812,1
DB11680,DB00113,1
DB02845,DB11921,1
DB09038,DB00817,1
DB00245,DB11364,1
DB00679,DB01433,1
DB09317,DB05097,1
DB13341,DB12100,1
DB13461,DB09148,1
DB01172,DB01606,1
DB03255,DB00694,1
DB00935,DB09251,1
DB14507,DB06230,1
DB14726,DB00447,1
DB00445,DB12917,1
DB00966,DB06212,1
DB01354,DB13478,1
DB06292,DB12147,1
DB11609,DB09472,1
DB14754,DB11757,1
DB13791,DB09038,1
DB13429,DB05039,1
DB01590,DB00908,1
DB11598,DB00968,1
DB00515,DB00841,1
DB01167,DB14065,1
DB06255,DB00338,1
DB06700,DB09187,1
DB15149,DB00750,1
DB00700,DB00320,1
DB00413,DB00941,1
DB09195,DB09017,1
DB09029,DB16195,1
DB13955,DB14540,1
DB00496,DB13687,1
DB15461,DB09053,1
DB13108,DB14207,1
DB00980,DB00604,1
DB00849,DB11057,1
DB09401,DB14063,1
DB00054,DB08951,1
DB13754,DB13256,1
DB00029,DB00957,1
DB00982,DB09123,1
DB13946,DB11699,1
DB00486,DB00427,1
DB09235,DB06262,1
DB11609,DB02234,1
DB00806,DB01094,1
DB01354,DB05542,1
DB06372,DB00958,1
DB00764,DB08991,1
DB12455,DB01182,1
DB06654,DB13233,1
DB01170,DB00355,1
DB01064,DB00938,1
DB00428,DB14385,1
DB14975,DB11757,1
DB09245,DB09273,1
DB00922,DB00295,1
DB06230,DB09477,1
DB00607,DB14975,1
DB11089,DB00737,1
DB06739,DB06148,1
DB01110,DB12212,1
DB06412,DB14512,1
DB00645,DB00855,1
DB00619,DB02659,1
DB00476,DB00582,1
DB15336,DB09264,1
DB08794,DB06733,1
DB01488,DB06077,1
DB00035,DB00980,1
DB01410,DB11774,1
DB13961,DB13526,1
DB02546,DB00324,1
DB00563,DB00760,1
DB14516,DB01046,1
DB00540,DB13874,1
DB13180,DB13989,1
DB08815,DB11124,1
DB00503,DB13044,1
DB09102,DB01216,1
DB09205,DB09068,1
DB13919,DB09245,1
DB00370,DB08986,1
DB01015,DB12474,1
DB13737,DB06753,1
DB00817,DB06148,1
DB09076,DB13577,1
DB01365,DB00457,1
DB00601,DB09202,1
DB13185,DB00480,1
DB00697,DB00690,1
DB13675,DB00891,1
DB08910,DB00190,1
DB00461,DB04570,1
DB01339,DB09237,1
DB01184,DB06699,1
DB05095,DB14530,1
DB09054,DB16222,1
DB13666,DB00546,1
DB05136,DB06557,1
DB13314,DB01329,1
DB14580,DB11731,1
DB09017,DB00961,1
DB01246,DB13554,1
DB00322,DB00541,1
DB01244,DB00822,1
DB01483,DB09009,1
DB00006,DB00294,1
DB08893,DB12371,1
DB01033,DB00659,1
DB00482,DB00580,1
DB00404,DB01167,1
DB15113,DB11930,1
DB11102,DB01021,1
DB06731,DB00934,1
DB01359,DB00430,1
DB11529,DB06400,1
DB00819,DB00474,1
DB00645,DB12515,1
DB01326,DB01435,1
DB09395,DB09245,1
DB16165,DB00752,1
DB01175,DB01151,1
DB11520,DB01605,1
DB14643,DB05804,1
DB00759,DB13629,1
DB06736,DB01186,1
DB12025,DB00443,1
DB06702,DB01638,1
DB00383,DB01288,1
DB00333,DB04885,1
DB00398,DB15328,1
DB06700,DB09254,1
DB11915,DB14060,1
DB14409,DB06681,1
DB00782,DB00583,1
DB00222,DB13358,1
DB08806,DB06701,1
DB13843,DB00041,1
DB01135,DB13491,1
DB00721,DB00432,1
DB06168,DB06684,1
DB15044,DB11646,1
DB00394,DB00808,1
DB11976,DB05015,1
DB00180,DB11156,1
DB00025,DB06635,1
DB08841,DB12649,1
DB14540,DB00991,1
DB12576,DB06148,1
DB01100,DB00518,1
DB14633,DB00490,1
DB05488,DB00730,1
DB01367,DB00232,1
DB04348,DB01054,1
DB13803,DB09027,1
DB09217,DB00316,1
DB14006,DB01035,1
DB00308,DB01359,1
DB11732,DB01254,1
DB01463,DB00285,1
DB06543,DB09310,1
DB00481,DB14840,1
DB11107,DB09227,1
DB08496,DB00444,1
DB00622,DB14065,1
DB13759,DB00941,1
DB11698,DB00547,1
DB06510,DB01261,1
DB01191,DB01227,1
DB13508,DB00344,1
DB00211,DB13448,1
DB05496,DB15258,1
DB11730,DB00849,1
DB13380,DB01551,1
DB00721,DB14035,1
DB00554,DB13638,1
DB01348,DB01403,1
DB01288,DB00216,1
DB11568,DB00414,1
DB01249,DB00437,1
DB00486,DB01017,1
DB01162,DB00742,1
DB12779,DB06763,1
DB01454,DB08897,1
DB00813,DB11556,1
DB00196,DB06725,1
DB00821,DB06190,1
DB14500,DB00802,1
DB12826,DB11478,1
DB00083,DB00462,1
DB00818,DB00539,1
DB01563,DB00813,1
DB01208,DB00467,1
DB09280,DB00647,1
DB11642,DB09231,1
DB04839,DB12265,1
DB01241,DB06702,1
DB00452,DB01378,1
DB00863,DB01621,1
DB06554,DB01409,1
DB00086,DB09237,1
DB00033,DB14409,1
DB15441,DB09035,1
DB00928,DB08824,1
DB00346,DB00335,1
DB06589,DB08970,1
DB09253,DB13534,1
DB01173,DB04821,1
DB01161,DB15975,1
DB12184,DB13805,1
DB01056,DB00188,1
DB09527,DB01351,1
DB04938,DB09317,1
DB13233,DB13082,1
DB13954,DB00227,1
DB00810,DB14963,1
DB00797,DB04846,1
DB13867,DB00788,1
DB00371,DB00985,1
DB00811,DB06702,1
DB00798,DB00182,1
DB00219,DB13676,1
DB00898,DB01283,1
DB13312,DB08439,1
DB09201,DB08807,1
DB01028,DB11556,1
DB09225,DB09076,1
DB01614,DB00408,1
DB01231,DB01614,1
DB06209,DB04817,1
DB01169,DB00276,1
DB00593,DB00356,1
DB13872,DB13913,1
DB00691,DB06678,1
DB09570,DB13461,1
DB00477,DB14528,1
DB04682,DB00812,1
DB00454,DB04832,1
DB01351,DB06756,1
DB01954,DB12071,1
DB00559,DB00187,1
DB01069,DB03585,1
DB01235,DB04872,1
DB08892,DB01320,1
DB14063,DB08936,1
DB00472,DB09250,1
DB09076,DB00645,1
DB13746,DB14568,1
DB14068,DB13590,1
DB06413,DB09053,1
DB00817,DB00836,1
DB00547,DB04552,1
DB11311,DB08813,1
DB00800,DB00865,1
DB06153,DB11273,1
DB14737,DB13623,1
DB00813,DB13254,1
DB00839,DB00871,1
DB00326,DB13766,1
DB04819,DB09250,1
DB00195,DB06160,1
DB13836,DB00798,1
DB12092,DB12214,1
DB00542,DB09273,1
DB01175,DB09247,1
DB12212,DB00450,1
DB11362,DB00852,1
DB01550,DB00158,1
DB09273,DB08496,1
DB16385,DB14877,1
DB00289,DB00271,1
DB00742,DB09251,1
DB00165,DB00499,1
DB13167,DB09413,1
DB09021,DB13303,1
DB01242,DB01407,1
DB01226,DB04821,1
DB12752,DB09090,1
DB09288,DB00975,1
DB00292,DB09292,1
DB13588,DB01489,1
DB09165,DB01345,1
DB14018,DB11770,1
DB11597,DB12891,1
DB15861,DB09218,1
DB00350,DB00398,1
DB01595,DB00780,1
DB12814,DB15810,1
DB09273,DB09084,1
DB00278,DB13124,1
DB13909,DB01283,1
DB10990,DB06643,1
DB00629,DB01347,1
DB00864,DB00580,1
DB08894,DB11512,1
DB12231,DB08972,1
DB06788,DB12214,1
DB06738,DB01411,1
DB00960,DB01150,1
DB01159,DB12245,1
DB04889,DB01136,1
DB13667,DB13167,1
DB01056,DB13823,1
DB06603,DB11633,1
DB00611,DB00754,1
DB00983,DB00517,1
DB11714,DB15415,1
DB13875,DB01625,1
DB00413,DB11466,1
DB01435,DB00277,1
DB09137,DB00492,1
DB09289,DB09205,1
DB06205,DB15566,1
DB03585,DB01241,1
DB09119,DB00996,1
DB09272,DB11097,1
DB09225,DB13221,1
DB01239,DB00830,1
DB10365,DB13508,1
DB11338,DB11127,1
DB05271,DB01199,1
DB00344,DB11674,1
DB11107,DB11609,1
DB00209,DB13769,1
DB01285,DB01204,1
DB00753,DB13665,1
DB12457,DB00559,1
DB00485,DB00645,1
DB00120,DB00959,1
DB06212,DB06595,1
DB01626,DB01142,1
DB14921,DB09065,1
DB13989,DB01046,1
DB13624,DB12883,1
DB06700,DB00788,1
DB00357,DB01410,1
DB00330,DB00230,1
DB00502,DB00565,1
DB01367,DB09085,1
DB00825,DB00685,1
DB06742,DB06700,1
DB12335,DB05916,1
DB11817,DB01333,1
DB13844,DB09017,1
DB04920,DB01076,1
DB15972,DB13648,1
DB00818,DB11552,1
DB00819,DB09045,1
DB00909,DB00368,1
DB13217,DB13269,1
DB13757,DB01019,1
DB11675,DB00371,1
DB09119,DB01497,1
DB06787,DB00354,1
DB12930,DB09070,1
DB00642,DB00213,1
DB00190,DB06696,1
DB00818,DB13369,1
DB00783,DB00315,1
DB05139,DB14843,1
DB06016,DB08794,1
DB14652,DB00812,1
DB09077,DB05259,1
DB09401,DB01531,1
DB00494,DB01560,1
DB12376,DB09082,1
DB00946,DB08996,1
DB09259,DB00407,1
DB13841,DB01219,1
DB01442,DB11156,1
DB08813,DB04839,1
DB00555,DB16021,1
DB00207,DB04868,1
DB00810,DB12710,1
DB12163,DB06287,1
DB03783,DB11614,1
DB00808,DB01208,1
DB09102,DB06626,1
DB13989,DB00295,1
DB00921,DB02520,1
DB15899,DB12296,1
DB00803,DB09395,1
DB13850,DB00334,1
DB05545,DB09070,1
DB00829,DB00880,1
DB01144,DB01129,1
DB11520,DB01563,1
DB14512,DB13467,1
DB00190,DB00067,1
DB14499,DB00490,1
DB12783,DB01438,1
DB06797,DB06283,1
DB01325,DB00691,1
DB06480,DB11935,1
DB01369,DB01394,1
DB00813,DB09241,1
DB14211,DB11850,1
DB09248,DB09068,1
DB01327,DB11148,1
DB00180,DB00814,1
DB09252,DB06011,1
DB09224,DB09286,1
DB00252,DB00700,1
DB11898,DB01171,1
DB16385,DB11849,1
DB06335,DB04871,1
DB11767,DB10317,1
DB16165,DB00338,1
DB06445,DB00035,1
DB11959,DB12317,1
DB13687,DB00832,1
DB00601,DB01320,1
DB00755,DB05676,1
DB13975,DB00227,1
DB00344,DB11376,1
DB01347,DB09351,1
DB12095,DB00286,1
DB09090,DB00714,1
DB00706,DB01082,1
DB13380,DB09000,1
DB13530,DB13629,1
DB01608,DB00557,1
DB01250,DB09118,1
DB00584,DB01297,1
DB01065,DB04843,1
DB12071,DB00647,1
DB00571,DB04920,1
DB01329,DB01111,1
DB12831,DB04725,1
DB08833,DB13873,1
DB01176,DB00680,1
DB09241,DB07767,1
DB00897,DB01399,1
DB09480,DB09128,1
DB04827,DB13875,1
DB04833,DB12958,1
DB00528,DB08981,1
DB11575,DB06712,1
DB08961,DB11135,1
DB05562,DB01531,1
DB00688,DB08059,1
DB03756,DB04725,1
DB01419,DB04925,1
DB11960,DB09107,1
DB09149,DB00500,1
DB14499,DB00728,1
DB09288,DB00195,1
DB01020,DB00738,1
DB00932,DB01409,1
DB00781,DB00864,1
DB01026,DB00434,1
DB06679,DB09371,1
DB00387,DB00690,1
DB01280,DB06813,1
DB00662,DB00349,1
DB00356,DB12177,1
DB13314,DB08794,1
DB11884,DB06647,1
DB09287,DB09007,1
DB01412,DB00195,1
DB13166,DB09068,1
DB00961,DB13873,1
DB12404,DB14575,1
DB01483,DB01186,1
DB15349,DB13037,1
DB01560,DB12338,1
DB00245,DB01095,1
DB15461,DB08870,1
DB08496,DB00760,1
DB11541,DB09089,1
DB01332,DB01225,1
DB13928,DB14025,1
DB00550,DB00763,1
DB01004,DB00961,1
DB09237,DB01046,1
DB00086,DB11723,1
DB00515,DB05095,1
DB12610,DB01059,1
DB06273,DB12161,1
DB13099,DB12401,1
DB00762,DB00227,1
DB13590,DB00524,1
DB00903,DB01288,1
DB01126,DB01103,1
DB09241,DB12941,1
DB10989,DB13241,1
DB00262,DB00958,1
DB00742,DB00955,1
DB11774,DB04725,1
DB09000,DB01226,1
DB00608,DB01357,1
DB14337,DB00214,1
DB15167,DB01049,1
DB01577,DB01291,1
DB01212,DB08932,1
DB00715,DB11373,1
DB00645,DB00611,1
DB13259,DB13627,1
DB11156,DB12783,1
DB00108,DB15810,1
DB14635,DB00514,1
DB01080,DB13738,1
DB01209,DB00852,1
DB00456,DB00790,1
DB00427,DB13744,1
DB14006,DB13989,1
DB00781,DB09299,1
DB01227,DB13522,1
DB15941,DB06310,1
DB00252,DB04832,1
DB05095,DB14643,1
DB09142,DB09065,1
DB01081,DB01365,1
DB14516,DB00483,1
DB09139,DB00516,1
DB08972,DB01182,1
DB13575,DB13777,1
DB01028,DB05246,1
DB00550,DB10991,1
DB01349,DB04825,1
DB08955,DB09084,1
DB00806,DB00528,1
DB00970,DB15719,1
DB14679,DB00974,1
DB00586,DB01601,1
DB13488,DB01278,1
DB14068,DB09219,1
DB11803,DB06400,1
DB00393,DB11397,1
DB09229,DB09215,1
DB08875,DB00590,1
DB06216,DB12779,1
DB09137,DB00713,1
DB12593,DB00527,1
DB08816,DB00896,1
DB08997,DB11376,1
DB01393,DB00277,1
DB15225,DB12560,1
DB01667,DB05903,1
DB00674,DB09080,1
DB00266,DB11995,1
DB01324,DB00647,1
DB00620,DB13675,1
DB15775,DB09075,1
DB12952,DB12267,1
DB14125,DB00310,1
DB00713,DB11455,1
DB00256,DB11372,1
DB00906,DB09119,1
DB00552,DB13629,1
DB04581,DB01247,1
DB01103,DB12265,1
DB11102,DB00165,1
DB00284,DB00838,1
DB04841,DB00204,1
DB11774,DB00547,1
DB00904,DB14010,1
DB13799,DB11951,1
DB00617,DB15119,1
DB11774,DB11853,1
DB06153,DB09224,1
DB09232,DB00582,1
DB09220,DB06701,1
DB00408,DB13254,1
DB06402,DB01222,1
DB00246,DB04165,1
DB00185,DB00718,1
DB03410,DB00969,1
DB14509,DB08932,1
DB04838,DB13312,1
DB06738,DB09409,1
DB05437,DB06304,1
DB00783,DB09268,1
DB01336,DB01171,1
DB13563,DB00230,1
DB11555,DB04836,1
DB13028,DB08987,1
DB00865,DB09016,1
DB09248,DB12161,1
DB11428,DB08927,1
DB11892,DB14533,1
DB13595,DB14695,1
DB01399,DB00339,1
DB00414,DB00812,1
DB12958,DB00405,1
DB00231,DB00580,1
DB01120,DB00779,1
DB01388,DB01104,1
DB00230,DB13662,1
DB00625,DB09068,1
DB01624,DB00224,1
DB01100,DB11363,1
DB02377,DB00906,1
DB09154,DB13667,1
DB00316,DB01095,1
DB12612,DB01023,1
DB00812,DB00262,1
DB08901,DB14681,1
DB00962,DB13595,1
DB09357,DB12147,1
DB13504,DB01331,1
DB13279,DB00414,1
DB05101,DB00028,1
DB00616,DB06694,1
DB01595,DB00669,1
DB00715,DB06217,1
DB15972,DB09038,1
DB00490,DB01323,1
DB00714,DB09194,1
DB00696,DB00227,1
DB01221,DB04570,1
DB12989,DB05541,1
DB01442,DB00517,1
DB00863,DB11943,1
DB00181,DB00864,1
DB00656,DB06738,1
